name,param:dvc_rev,min,max,mean,stddev,median,iqr,outliers,ops,rounds,iterations
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-changed[2.6.3],2.6.3,56.875034225000036,56.875034225000036,56.875034225000036,0,56.875034225000036,0.0,0;0,0.017582407002059246,1,1
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-changed[main],main,5.127087526999958,5.127087526999958,5.127087526999958,0,5.127087526999958,0.0,0;0,0.19504250604926493,1,1
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-changed-noop[2.10.2],2.10.2,24.084666146000018,24.084666146000018,24.084666146000018,0,24.084666146000018,0.0,0;0,0.04152019355128491,1,1
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-changed-noop[2.11.0],2.11.0,2.604750010999851,2.604750010999851,2.604750010999851,0,2.604750010999851,0.0,0;0,0.3839140016420014,1,1
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-changed-noop[2.12.0],2.12.0,5.0370574849998775,5.0370574849998775,5.0370574849998775,0,5.0370574849998775,0.0,0;0,0.19852860583345602,1,1
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-changed-noop[2.6.3],2.6.3,56.990151189000244,56.990151189000244,56.990151189000244,0,56.990151189000244,0.0,0;0,0.017546891509089585,1,1
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-changed-noop[main],main,5.036377140000013,5.036377140000013,5.036377140000013,0,5.036377140000013,0.0,0;0,0.19855542430644846,1,1
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-noop[2.10.2],2.10.2,2.990735314000176,2.990735314000176,2.990735314000176,0,2.990735314000176,0.0,0;0,0.3343659317890213,1,1
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-noop[2.11.0],2.11.0,2.923968109999805,2.923968109999805,2.923968109999805,0,2.923968109999805,0.0,0;0,0.34200099398487166,1,1
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-noop[2.12.0],2.12.0,5.025193288000082,5.025193288000082,5.025193288000082,0,5.025193288000082,0.0,0;0,0.1989973206379845,1,1
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-noop[2.6.3],2.6.3,38.15120515599983,38.15120515599983,38.15120515599983,0,38.15120515599983,0.0,0;0,0.02621149177099417,1,1
tests/benchmarks/cli/commands/test_diff.py::test_diff-diff-noop[main],main,5.0215196310000465,5.0215196310000465,5.0215196310000465,0,5.0215196310000465,0.0,0;0,0.19914290363948012,1,1
tests/benchmarks/cli/commands/test_exp_show.py::test_exp_show-exp[2.10.2],2.10.2,1.3484848729999612,1.3484848729999612,1.3484848729999612,0,1.3484848729999612,0.0,0;0,0.7415730202262556,1,1
tests/benchmarks/cli/commands/test_exp_show.py::test_exp_show-exp[2.11.0],2.11.0,1.3341512109999485,1.3341512109999485,1.3341512109999485,0,1.3341512109999485,0.0,0;0,0.7495402258417907,1,1
tests/benchmarks/cli/commands/test_exp_show.py::test_exp_show-exp[2.12.0],2.12.0,1.3235770599999341,1.3235770599999341,1.3235770599999341,0,1.3235770599999341,0.0,0;0,0.7555283558632013,1,1
tests/benchmarks/cli/commands/test_exp_show.py::test_exp_show-exp[main],main,1.3731472829999802,1.3731472829999802,1.3731472829999802,0,1.3731472829999802,0.0,0;0,0.7282539989557801,1,1
tests/benchmarks/cli/commands/test_gc.py::test_gc-gc[2.10.2],2.10.2,4.169636658999934,4.169636658999934,4.169636658999934,0,4.169636658999934,0.0,0;0,0.2398290502942395,1,1
tests/benchmarks/cli/commands/test_gc.py::test_gc-gc[2.11.0],2.11.0,3.7255602029999864,3.7255602029999864,3.7255602029999864,0,3.7255602029999864,0.0,0;0,0.26841600873735866,1,1
tests/benchmarks/cli/commands/test_gc.py::test_gc-gc[2.12.0],2.12.0,3.761724867000339,3.761724867000339,3.761724867000339,0,3.761724867000339,0.0,0;0,0.26583549710731935,1,1
tests/benchmarks/cli/commands/test_gc.py::test_gc-gc[2.6.3],2.6.3,5.368805116000203,5.368805116000203,5.368805116000203,0,5.368805116000203,0.0,0;0,0.18626118445234363,1,1
tests/benchmarks/cli/commands/test_gc.py::test_gc-gc[main],main,3.585320528000011,3.585320528000011,3.585320528000011,0,3.585320528000011,0.0,0;0,0.2789150906286828,1,1
tests/benchmarks/cli/commands/test_get.py::test_get-get[2.10.2],2.10.2,183.2670031130001,183.2670031130001,183.2670031130001,0,183.2670031130001,0.0,0;0,0.005456519629905295,1,1
tests/benchmarks/cli/commands/test_get.py::test_get-get[2.11.0],2.11.0,149.481315601,149.481315601,149.481315601,0,149.481315601,0.0,0;0,0.006689799296851453,1,1
tests/benchmarks/cli/commands/test_get.py::test_get-get[2.12.0],2.12.0,148.07963064299975,148.07963064299975,148.07963064299975,0,148.07963064299975,0.0,0;0,0.006753123273320871,1,1
tests/benchmarks/cli/commands/test_get.py::test_get-get[2.6.3],2.6.3,106.53467969599978,106.53467969599978,106.53467969599978,0,106.53467969599978,0.0,0;0,0.00938661478922669,1,1
tests/benchmarks/cli/commands/test_get.py::test_get-get[main],main,148.48873691200015,148.48873691200015,148.48873691200015,0,148.48873691200015,0.0,0;0,0.006734517518272356,1,1
tests/benchmarks/cli/commands/test_help.py::test_help---help[2.10.2],2.10.2,0.14272746099999267,0.15349096899996084,0.14575094595999985,0.0017532724893836683,0.14557566550001866,0.0022034809999809113,30;2,6.861018934823529,100,1
tests/benchmarks/cli/commands/test_help.py::test_help---help[2.11.0],2.11.0,0.1424085810000406,0.40594418000000587,0.14840937496999573,0.026061321583324734,0.14564407049999772,0.0018933964999803266,1;5,6.73811880281938,100,1
tests/benchmarks/cli/commands/test_help.py::test_help---help[2.12.0],2.12.0,0.1420590440000069,0.14909524899996995,0.1455477368699974,0.0014292174811551689,0.14550831950000997,0.001962446499987891,28;0,6.870598069781021,100,1
tests/benchmarks/cli/commands/test_help.py::test_help---help[2.6.3],2.6.3,0.18569296599997642,0.19636094899999534,0.18955631914000093,0.0019169300100517971,0.1894516744999919,0.0027684269999781463,30;1,5.275476990357827,100,1
tests/benchmarks/cli/commands/test_help.py::test_help---help[main],main,0.14265088400000536,0.4156021350000003,0.1490978595399997,0.026994975123805,0.146104100499997,0.0026208390000022064,1;2,6.70700440023233,100,1
tests/benchmarks/cli/commands/test_import.py::test_import-import[2.10.2],2.10.2,430.39378040600013,430.39378040600013,430.39378040600013,0,430.39378040600013,0.0,0;0,0.002323453649949768,1,1
tests/benchmarks/cli/commands/test_import.py::test_import-import[2.11.0],2.11.0,388.37145740200003,388.37145740200003,388.37145740200003,0,388.37145740200003,0.0,0;0,0.0025748545134842604,1,1
tests/benchmarks/cli/commands/test_import.py::test_import-import[2.12.0],2.12.0,368.0071534299998,368.0071534299998,368.0071534299998,0,368.0071534299998,0.0,0;0,0.002717338482905915,1,1
tests/benchmarks/cli/commands/test_import.py::test_import-import[2.6.3],2.6.3,303.61377255599973,303.61377255599973,303.61377255599973,0,303.61377255599973,0.0,0;0,0.0032936582276271937,1,1
tests/benchmarks/cli/commands/test_import.py::test_import-import[main],main,366.7084725090001,366.7084725090001,366.7084725090001,0,366.7084725090001,0.0,0;0,0.0027269618101759484,1,1
tests/benchmarks/cli/commands/test_init.py::test_init-init[2.10.2],2.10.2,0.2990859999999884,0.3112319039999534,0.3022320217000032,0.0018860349250063165,0.30201124800001367,0.0023337465000281554,27;1,3.308716245138989,100,1
tests/benchmarks/cli/commands/test_init.py::test_init-init[2.11.0],2.11.0,0.30165802800001984,0.31909292299997105,0.3056041134799966,0.002319486904102087,0.3051791434999984,0.0022921900000199003,17;4,3.2722072638772097,100,1
tests/benchmarks/cli/commands/test_init.py::test_init-init[2.12.0],2.12.0,0.3007436260000418,0.3766279039999745,0.30580660030999807,0.007519434757629689,0.30477826899999627,0.0018875644999809538,2;7,3.2700406040494014,100,1
tests/benchmarks/cli/commands/test_init.py::test_init-init[2.6.3],2.6.3,0.28108117700003277,0.2913362680000091,0.2842129800899994,0.0017084393195829144,0.2841027769999869,0.002157885499997292,32;2,3.5184881411233864,100,1
tests/benchmarks/cli/commands/test_init.py::test_init-init[main],main,0.3017234179999946,0.3354888229999915,0.3060064795399998,0.0036359819410429145,0.3056734429999892,0.002083381500014525,6;4,3.267904658434804,100,1
tests/benchmarks/cli/commands/test_ls.py::test_list-list[2.10.2],2.10.2,2.2688123289999567,2.2688123289999567,2.2688123289999567,0,2.2688123289999567,0.0,0;0,0.4407592409552792,1,1
tests/benchmarks/cli/commands/test_ls.py::test_list-list[2.11.0],2.11.0,2.458386346000225,2.458386346000225,2.458386346000225,0,2.458386346000225,0.0,0;0,0.4067708892164131,1,1
tests/benchmarks/cli/commands/test_ls.py::test_list-list[2.12.0],2.12.0,2.3704532000001564,2.3704532000001564,2.3704532000001564,0,2.3704532000001564,0.0,0;0,0.42186025862056,1,1
tests/benchmarks/cli/commands/test_ls.py::test_list-list[2.6.3],2.6.3,0.5809574790000624,0.5809574790000624,0.5809574790000624,0,0.5809574790000624,0.0,0;0,1.7212963704696407,1,1
tests/benchmarks/cli/commands/test_ls.py::test_list-list[main],main,2.3162512519998018,2.3162512519998018,2.3162512519998018,0,2.3162512519998018,0.0,0;0,0.43173209259428197,1,1
tests/benchmarks/cli/commands/test_ls.py::test_list-list-dvc-only[2.10.2],2.10.2,2.4287825769997653,2.4287825769997653,2.4287825769997653,0,2.4287825769997653,0.0,0;0,0.4117289087421252,1,1
tests/benchmarks/cli/commands/test_ls.py::test_list-list-dvc-only[2.11.0],2.11.0,2.3166873939999277,2.3166873939999277,2.3166873939999277,0,2.3166873939999277,0.0,0;0,0.4316508142574333,1,1
tests/benchmarks/cli/commands/test_ls.py::test_list-list-dvc-only[2.12.0],2.12.0,2.4374790560000292,2.4374790560000292,2.4374790560000292,0,2.4374790560000292,0.0,0;0,0.41025993537808186,1,1
tests/benchmarks/cli/commands/test_ls.py::test_list-list-dvc-only[2.6.3],2.6.3,0.483342261999951,0.483342261999951,0.483342261999951,0,0.483342261999951,0.0,0;0,2.068927297733591,1,1
tests/benchmarks/cli/commands/test_ls.py::test_list-list-dvc-only[main],main,2.4526292789998934,2.4526292789998934,2.4526292789998934,0,2.4526292789998934,0.0,0;0,0.40772570423189647,1,1
tests/benchmarks/cli/commands/test_plots_show.py::test_plots_show-plots[2.10.2],2.10.2,0.9596747730000175,0.9596747730000175,0.9596747730000175,0,0.9596747730000175,0.0,0;0,1.0420196801400987,1,1
tests/benchmarks/cli/commands/test_plots_show.py::test_plots_show-plots[2.11.0],2.11.0,1.357916079000006,1.357916079000006,1.357916079000006,0,1.357916079000006,0.0,0;0,0.7364225341056556,1,1
tests/benchmarks/cli/commands/test_plots_show.py::test_plots_show-plots[2.12.0],2.12.0,1.394322451999983,1.394322451999983,1.394322451999983,0,1.394322451999983,0.0,0;0,0.7171942175682703,1,1
tests/benchmarks/cli/commands/test_plots_show.py::test_plots_show-plots[2.6.3],2.6.3,0.7947506450000219,0.7947506450000219,0.7947506450000219,0,0.7947506450000219,0.0,0;0,1.2582562924500331,1,1
tests/benchmarks/cli/commands/test_plots_show.py::test_plots_show-plots[main],main,1.9233121669999491,1.9233121669999491,1.9233121669999491,0,1.9233121669999491,0.0,0;0,0.519936397823467,1,1
tests/benchmarks/cli/commands/test_pull.py::test_pull-pull[2.10.2],2.10.2,281.4062785000001,281.4062785000001,281.4062785000001,0,281.4062785000001,0.0,0;0,0.0035535809838016805,1,1
tests/benchmarks/cli/commands/test_pull.py::test_pull-pull[2.11.0],2.11.0,275.629279966,275.629279966,275.629279966,0,275.629279966,0.0,0;0,0.0036280615764890944,1,1
tests/benchmarks/cli/commands/test_pull.py::test_pull-pull[2.12.0],2.12.0,276.94785081300006,276.94785081300006,276.94785081300006,0,276.94785081300006,0.0,0;0,0.0036107880854262964,1,1
tests/benchmarks/cli/commands/test_pull.py::test_pull-pull[2.6.3],2.6.3,217.29838221599994,217.29838221599994,217.29838221599994,0,217.29838221599994,0.0,0;0,0.004601967073118728,1,1
tests/benchmarks/cli/commands/test_pull.py::test_pull-pull[main],main,281.9416158879999,281.9416158879999,281.9416158879999,0,281.9416158879999,0.0,0;0,0.003546833612520848,1,1
tests/benchmarks/cli/commands/test_push.py::test_push-push[2.10.2],2.10.2,182.2895645650001,182.2895645650001,182.2895645650001,0,182.2895645650001,0.0,0;0,0.005485777545117916,1,1
tests/benchmarks/cli/commands/test_push.py::test_push-push[2.11.0],2.11.0,192.0036294649999,192.0036294649999,192.0036294649999,0,192.0036294649999,0.0,0;0,0.005208234879655172,1,1
tests/benchmarks/cli/commands/test_push.py::test_push-push[2.12.0],2.12.0,177.8699020439999,177.8699020439999,177.8699020439999,0,177.8699020439999,0.0,0;0,0.005622086640339121,1,1
tests/benchmarks/cli/commands/test_push.py::test_push-push[2.6.3],2.6.3,145.3170125669999,145.3170125669999,145.3170125669999,0,145.3170125669999,0.0,0;0,0.0068815067302525216,1,1
tests/benchmarks/cli/commands/test_push.py::test_push-push[main],main,180.11867587799998,180.11867587799998,180.11867587799998,0,180.11867587799998,0.0,0;0,0.005551895133169485,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-add[2.10.2],2.10.2,209.56500640600007,209.56500640600007,209.56500640600007,0,209.56500640600007,0.0,0;0,0.004771789036489486,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-add[2.11.0],2.11.0,206.58763610300002,206.58763610300002,206.58763610300002,0,206.58763610300002,0.0,0;0,0.004840560736662005,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-add[2.12.0],2.12.0,200.94263126299984,200.94263126299984,200.94263126299984,0,200.94263126299984,0.0,0;0,0.004976544766606393,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-add[2.6.3],2.6.3,244.99540431999958,244.99540431999958,244.99540431999958,0,244.99540431999958,0.0,0;0,0.0040817092172629275,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-add[main],main,188.54368497900032,188.54368497900032,188.54368497900032,0,188.54368497900032,0.0,0;0,0.005303810626759407,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-add-noop[2.10.2],2.10.2,108.87825999400047,108.87825999400047,108.87825999400047,0,108.87825999400047,0.0,0;0,0.009184569996389573,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-add-noop[2.11.0],2.11.0,101.5464316130001,101.5464316130001,101.5464316130001,0,101.5464316130001,0.0,0;0,0.009847711870477768,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-add-noop[2.12.0],2.12.0,112.82376926200004,112.82376926200004,112.82376926200004,0,112.82376926200004,0.0,0;0,0.008863380531790194,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-add-noop[2.6.3],2.6.3,16.47416709800018,16.47416709800018,16.47416709800018,0,16.47416709800018,0.0,0;0,0.06070109608888156,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-add-noop[main],main,111.36928953300003,111.36928953300003,111.36928953300003,0,111.36928953300003,0.0,0;0,0.008979136027474506,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-checkout-noop[2.10.2],2.10.2,5.39206896900032,5.39206896900032,5.39206896900032,0,5.39206896900032,0.0,0;0,0.18545756846752615,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-checkout-noop[2.11.0],2.11.0,5.194339311000476,5.194339311000476,5.194339311000476,0,5.194339311000476,0.0,0;0,0.19251726545515008,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-checkout-noop[2.12.0],2.12.0,6.208146431000387,6.208146431000387,6.208146431000387,0,6.208146431000387,0.0,0;0,0.1610786747887419,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-checkout-noop[2.6.3],2.6.3,2.558011398000417,2.558011398000417,2.558011398000417,0,2.558011398000417,0.0,0;0,0.39092867247647695,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-checkout-noop[main],main,6.074695088999761,6.074695088999761,6.074695088999761,0,6.074695088999761,0.0,0;0,0.1646173158239382,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-pull[2.10.2],2.10.2,246.94433618499988,246.94433618499988,246.94433618499988,0,246.94433618499988,0.0,0;0,0.00404949558855581,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-pull[2.11.0],2.11.0,245.2053990280001,245.2053990280001,245.2053990280001,0,245.2053990280001,0.0,0;0,0.0040782136281012705,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-pull[2.12.0],2.12.0,248.60932854400016,248.60932854400016,248.60932854400016,0,248.60932854400016,0.0,0;0,0.004022375209557009,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-pull[2.6.3],2.6.3,198.9630986309994,198.9630986309994,198.9630986309994,0,198.9630986309994,0.0,0;0,0.005026057630187084,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-pull[main],main,247.61885162999988,247.61885162999988,247.61885162999988,0,247.61885162999988,0.0,0;0,0.004038464734883079,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-pull-noop[2.10.2],2.10.2,5.829793232999691,5.829793232999691,5.829793232999691,0,5.829793232999691,0.0,0;0,0.17153267020508975,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-pull-noop[2.11.0],2.11.0,5.604797540000618,5.604797540000618,5.604797540000618,0,5.604797540000618,0.0,0;0,0.17841857673950695,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-pull-noop[2.12.0],2.12.0,7.145282990999931,7.145282990999931,7.145282990999931,0,7.145282990999931,0.0,0;0,0.13995246951864354,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-pull-noop[2.6.3],2.6.3,3.4714743810000073,3.4714743810000073,3.4714743810000073,0,3.4714743810000073,0.0,0;0,0.2880620423048998,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-pull-noop[main],main,7.638596134000181,7.638596134000181,7.638596134000181,0,7.638596134000181,0.0,0;0,0.13091410809754644,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-push[2.10.2],2.10.2,139.47441596000044,139.47441596000044,139.47441596000044,0,139.47441596000044,0.0,0;0,0.00716977370449637,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-push[2.11.0],2.11.0,137.081805368,137.081805368,137.081805368,0,137.081805368,0.0,0;0,0.007294914137696623,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-push[2.12.0],2.12.0,137.691812131,137.691812131,137.691812131,0,137.691812131,0.0,0;0,0.00726259597083812,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-push[2.6.3],2.6.3,114.98647302600057,114.98647302600057,114.98647302600057,0,114.98647302600057,0.0,0;0,0.008696675127811613,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-push[main],main,138.19596444299987,138.19596444299987,138.19596444299987,0,138.19596444299987,0.0,0;0,0.007236101314756255,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-push-noop[2.10.2],2.10.2,2.631487503000244,2.631487503000244,2.631487503000244,0,2.631487503000244,0.0,0;0,0.38001320502562436,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-push-noop[2.11.0],2.11.0,2.5839884170000005,2.5839884170000005,2.5839884170000005,0,2.5839884170000005,0.0,0;0,0.38699863877911483,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-push-noop[2.12.0],2.12.0,2.625984451000022,2.625984451000022,2.625984451000022,0,2.625984451000022,0.0,0;0,0.38080956633965674,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-push-noop[2.6.3],2.6.3,3.08715083900006,3.08715083900006,3.08715083900006,0,3.08715083900006,0.0,0;0,0.32392327169990304,1,1
tests/benchmarks/cli/stories/use-cases/test_sharing.py::test_sharing-push-noop[main],main,2.429178978999971,2.429178978999971,2.429178978999971,0,2.429178978999971,0.0,0;0,0.41166172136549345,1,1
tests/benchmarks/cli/commands/test_status.py::test_status-status[2.10.2],2.10.2,46.7497930290001,46.7497930290001,46.7497930290001,0,46.7497930290001,0.0,0;0,0.02139046903116072,1,1
tests/benchmarks/cli/commands/test_status.py::test_status-status[2.11.0],2.11.0,44.818833582000025,44.818833582000025,44.818833582000025,0,44.818833582000025,0.0,0;0,0.02231204875446862,1,1
tests/benchmarks/cli/commands/test_status.py::test_status-status[2.12.0],2.12.0,23.097125011000003,23.097125011000003,23.097125011000003,0,23.097125011000003,0.0,0;0,0.04329543177013374,1,1
tests/benchmarks/cli/commands/test_status.py::test_status-status[2.6.3],2.6.3,84.90823801700003,84.90823801700003,84.90823801700003,0,84.90823801700003,0.0,0;0,0.011777420228644758,1,1
tests/benchmarks/cli/commands/test_status.py::test_status-status[main],main,23.516968060999943,23.516968060999943,23.516968060999943,0,23.516968060999943,0.0,0;0,0.04252248833294031,1,1
tests/benchmarks/cli/commands/test_status.py::test_status-status-changed[2.10.2],2.10.2,31.428214604999994,31.428214604999994,31.428214604999994,0,31.428214604999994,0.0,0;0,0.031818543069287414,1,1
tests/benchmarks/cli/commands/test_status.py::test_status-status-changed[2.11.0],2.11.0,31.806833435000044,31.806833435000044,31.806833435000044,0,31.806833435000044,0.0,0;0,0.031439784851377446,1,1
tests/benchmarks/cli/commands/test_status.py::test_status-status-changed[2.12.0],2.12.0,4.807273952999822,4.807273952999822,4.807273952999822,0,4.807273952999822,0.0,0;0,0.2080181012725482,1,1
tests/benchmarks/cli/commands/test_status.py::test_status-status-changed[2.6.3],2.6.3,66.684943148,66.684943148,66.684943148,0,66.684943148,0.0,0;0,0.014995888918741498,1,1
tests/benchmarks/cli/commands/test_status.py::test_status-status-changed[main],main,4.840793048000023,4.840793048000023,4.840793048000023,0,4.840793048000023,0.0,0;0,0.20657772189066226,1,1
